3	Project synopsis :- In many places, many goods are stolen from the grid like Copper plates, wires, aluminium and these goods are very expensive due to which there is a lot of loss. Dispute there has been a 24 hour security guard there, but theft happens because one security guard cannot Guard everywhere . Every item like Copper plates, wires etc are expensive and sometimes electricity is also stolen.	"We developed a system in which we will place mirrors in such a way that they can reflect the light and also place a laser light at one corner and also place a receiver in which there is an alarm which sounds when light is not received . 
 
 Because one security guard cannot Guard everywhere so, when we plays this system automatically when someone come inside from some other ways the alarm will sound and guard been alert .(https://youtu.be/gKJiCGNaAwg?si=xMmwyxQNDkwS7kD5)"	https://drive.google.com/uc?export=download&id=1Xa-_KlHb9tyFLNcFXRKQ4KylVf5kGa4c	"{
    ""Novelty"": {
        ""score"": 5,
        ""reason"": ""The use of mirrors and laser light for security is a known concept, but the specific implementation shows some originality.""
    },
    ""Usefulness"": {
        ""score"": 7,
        ""reason"": ""The system effectively addresses theft prevention by alerting guards to unauthorized access.""
    },
    ""Feasibility"": {
        ""score"": 6,
        ""reason"": ""The implementation of mirrors and laser systems is technically achievable, but practical deployment may face challenges.""
    },
    ""Scalability"": {
        ""score"": 6,
        ""reason"": ""The solution can be adapted to different areas, but scaling may require adjustments based on the environment.""
    },
    ""Sustainability"": {
        ""score"": 5,
        ""reason"": ""The system relies on electrical components, which may require maintenance and power supply considerations.""
    },
    ""Image_contains_summary"": ""The image shows a prototype of the security system involving mirrors, laser light, and electronic components.""
}"
12	"The ""Bus Safety System: Protecting Kids & Pedestrians"" is an innovative solution designed to enhance safety around buses, particularly for children and other pedestrians who might be at risk when a bus is stationary. This system addresses a critical safety issue: when a bus is stopped, children or pedestrians may walk in front of the bus, potentially putting themselves in danger if the driver cannot see them. Our system utilizes simple yet effective technology to prevent such accidents and ensure a safer environment.
 Problem Statement
 When a bus stops, especially in areas where visibility is limited, children might walk in front of the bus without the driver's knowledge. This can lead to dangerous situations where the bus might accidentally move forward, potentially causing accidents. To address this problem, a reliable and responsive safety system is needed to alert both the driver and the pedestrians."	"Our solution is the ""Bus Safety System: Protecting Kids & Pedestrians,"" which aims to enhance safety around stationary buses. It uses IR sensors mounted at the front of the bus to detect the presence of pedestrians. When a pedestrian is detected, the system activates a buzzer and a red visual light to alert the driver. Simultaneously, a playback module announces a pre-recorded message, ""Please move away from the front of the bus,"" to notify pedestrians. Additionally, the system integrates with the bus’s control to prevent movement if a pedestrian is detected. This solution helps children, pedestrians, and drivers by providing clear, immediate alerts and preventing accidents. It ensures that pedestrians are aware of their proximity to the bus and prevents the bus from moving until the area is clear, thereby addressing visibility issues and enhancing overall safety."	https://drive.google.com/uc?export=download&id=1-9OqbK2PLzzqFWfsWN26Dcu2YSi3IRC-	"{
    ""Novelty"": {
        ""score"": 7,
        ""reason"": ""The use of IR sensors and an integrated alert system for bus safety is a creative adaptation of existing technology to address a specific safety concern.""
    },
    ""Usefulness"": {
        ""score"": 9,
        ""reason"": ""The solution effectively enhances safety for children and pedestrians around stationary buses, providing immediate alerts and preventing potential accidents.""
    },
    ""Feasibility"": {
        ""score"": 8,
        ""reason"": ""The implementation of IR sensors and alert systems is practical and achievable with existing technology, making it suitable for real-world application.""
    },
    ""Scalability"": {
        ""score"": 7,
        ""reason"": ""The system can be adapted for various bus models and environments, though widespread implementation may require coordination with transport authorities.""
    },
    ""Sustainability"": {
        ""score"": 8,
        ""reason"": ""The system promotes long-term safety benefits and can be maintained with minimal resource input, ensuring its effectiveness over time.""
    },
    ""Image_contains_summary"": ""The image shows a student presenting a prototype of the Bus Safety System, which includes IR sensors and alert mechanisms integrated into a model bus.""
}"
30	sugarcane like crops are not easy to cut	We are making a project that can easily cut the sugarcane it helps farmers and it reduce the work load.	https://drive.google.com/uc?export=download&id=191j58_AEm7HcZddzF3iwHKU6sWFdq_LV	"{
    ""Novelty"": {
        ""score"": 4,
        ""reason"": ""The project proposes a mechanical solution for cutting sugarcane, which is a known agricultural challenge, but lacks detailed innovation or unique design elements.""
    },
    ""Usefulness"": {
        ""score"": 6,
        ""reason"": ""The solution addresses a real problem faced by farmers, potentially reducing their workload and improving efficiency.""
    },
    ""Feasibility"": {
        ""score"": 5,
        ""reason"": ""The prototype appears to be a basic mechanical design, but without clear details on functionality, its practical implementation is uncertain.""
    },
    ""Scalability"": {
        ""score"": 5,
        ""reason"": ""While the concept can be adapted for wider use, the scalability depends on the effectiveness of the design and materials used.""
    },
    ""Sustainability"": {
        ""score"": 6,
        ""reason"": ""If designed with durable materials, the solution could be sustainable, but further details on maintenance and resource use are needed.""
    },
    ""Image_contains_summary"": ""The image shows a cardboard prototype of a mechanical device intended for cutting sugarcane.""
}"
52	In some war there are some people who faces problem to kill the enemies fast by the missile truck	Our team are creating a special machine which can help soldiers to fight	https://drive.google.com/uc?export=download&id=1LZW_XZlh58_aVWJiheWNV5oZUB_hK1Rb	"{
    ""Novelty"": {
        ""score"": 3,
        ""reason"": ""The concept of a machine to assist soldiers in combat is common in military technology, lacking unique features or innovations.""
    },
    ""Usefulness"": {
        ""score"": 4,
        ""reason"": ""While the idea addresses a real military need, details on how the machine improves combat effectiveness are vague.""
    },
    ""Feasibility"": {
        ""score"": 5,
        ""reason"": ""Creating a machine for combat support is technically feasible, but the prototype lacks clarity on operation and implementation.""
    },
    ""Scalability"": {
        ""score"": 4,
        ""reason"": ""The solution may be applicable in various military contexts, but scaling requires significant resources and adaptation.""
    },
    ""Sustainability"": {
        ""score"": 3,
        ""reason"": ""The long-term sustainability of such a machine in combat scenarios is uncertain without details on maintenance and resource use.""
    },
    ""Image_contains_summary"": ""The image shows two students presenting a cardboard prototype of a missile truck intended to assist soldiers in combat.""
}"
208	In hotels, hospitals, and other large facilities, drying clothes efficiently is essential due to the high volume of laundry processed daily. Typically, clothes are placed outside in the sun to dry, but sudden or unexpected rainfall leads to all of these clothes getting soaked again. This situation causes considerable inconvenience, as the entire drying process is disrupted, making it challenging to keep up with daily laundry demands. Additionally, staff are burdened with the task of constantly checking for rain and rushing to bring clothes inside, which wastes time and effort. This frequent issue results in inefficiency in laundry management, adding unnecessary delays and workload.	To address the stability and balance issues of conventional modes of transportation like bicycles and motorcycles, the development of self-balancing bikes offers a promising solution. Self-balancing bikes use advanced technologies to enhance stability and safety, making them more accessible and safer for inexperienced riders. Self-balancing bikes can use gyroscopes to detect and counteract tilts, helping to maintain balance automatically.	https://drive.google.com/uc?export=download&id=1FiTc2jhOjmKpd6lz4EwtDMC8DuwNYj42	"{
    ""Novelty"": {
        ""score"": 2,
        ""reason"": ""The solution suggests self-balancing bikes, which are a known concept without a direct connection to the laundry drying problem.""
    },
    ""Usefulness"": {
        ""score"": 3,
        ""reason"": ""While self-balancing bikes improve safety for riders, they do not address the specific laundry drying issue presented.""
    },
    ""Feasibility"": {
        ""score"": 4,
        ""reason"": ""Implementing self-balancing technology is feasible but does not relate to the problem of drying clothes efficiently.""
    },
    ""Scalability"": {
        ""score"": 3,
        ""reason"": ""The concept of self-balancing bikes can be scaled, but it is irrelevant to the laundry drying context.""
    },
    ""Sustainability"": {
        ""score"": 5,
        ""reason"": ""Self-balancing bikes can be sustainable if designed with eco-friendly materials, but this is not applicable to the laundry drying issue.""
    },
    ""Image_contains_summary"": ""The image shows a model house with solar panels, possibly related to a different project focusing on renewable energy or smart home solutions.""
}"
345	Natural Farming is a multilingual half yearly publication by National Centre for Organic an Natural Farming. Articles havindirect relevance Natural Farming technology and its regulatory mechanism, development of package of practices, success stories, news related to conferences, seminars etc.	"Natural Farming can be defined as “chemical- free farming and livestock based"". Soundly grounded in agro-ecology, it is a diversified farming system that integrates crops, trees and livestock, allowing the optimum use of functional biodiversity. Natural Farming holds the promise of enhancing farmers’ income while delivering many other benefits, such as restoration of soil fertility and environmental health, and mitigating and/or reducing greenhouse gas Substantial increase in input costs has led to decline in crop income over the years. The price of urea, DAP and potash has risen by60% - 600 % in last decade. Though, per hectare real value of output increased foremost crops in recent years, but the rise in input cost was much higher, resulting into reduced farm income. Moreover, green revolution technology is now contemplated to be degrading the agro-ecosystem: and diminishing the economic returns for the farmers. Several studies have shown that chemical fertilizer and pesticides ."	https://drive.google.com/uc?export=download&id=1mt94RO0pW0LrDV_mt3hoKalDJSrb_NlR	"{
    ""Novelty"": {
        ""score"": 6,
        ""reason"": ""The concept of natural farming is established, but the integration of diverse farming systems and the focus on agro-ecology shows a fresh perspective.""
    },
    ""Usefulness"": {
        ""score"": 8,
        ""reason"": ""Addresses critical issues like soil fertility and environmental health, providing a practical solution to enhance farmers' income.""
    },
    ""Feasibility"": {
        ""score"": 7,
        ""reason"": ""The implementation of natural farming techniques is achievable with existing knowledge and resources, though it may require education and training.""
    },
    ""Scalability"": {
        ""score"": 7,
        ""reason"": ""The approach can be adapted to various farming contexts, though scaling may depend on local acceptance and resource availability.""
    },
    ""Sustainability"": {
        ""score"": 9,
        ""reason"": ""Promotes long-term ecological balance and reduces dependency on chemical inputs, supporting sustainable agricultural practices.""
    },
    ""Image_contains_summary"": ""The image depicts a model demonstrating natural farming practices, integrating crops, livestock, and eco-friendly farming techniques.""
}"
372	Nowadays thefts are very much in the society. They are robbering the homes, offices, banks etc. So controlling theft in the society.	Anti theft alram is a sensor based it detects the when theft is going to theft the materials in home iffice also in a banks.	https://drive.google.com/uc?export=download&id=1cERBmqaf7U20BQaq0IeTIHhpMPR5oFaW	"{
    ""Novelty"": {
        ""score"": 2,
        ""reason"": ""Proposes a sensor-based alarm for detecting theft, which is already a widely used approach in home and building security, with no new mechanism or adaptation described.""
    },
    ""Usefulness"": {
        ""score"": 3,
        ""reason"": ""Targets a real problem (theft), but does not explain how the alarm detects intrusion, who gets alerted, or how it helps stop or respond to theft in practice.""
    },
    ""Feasibility"": {
        ""score"": 4,
        ""reason"": ""A basic alarm system using sensors and wiring is implementable, and the prototype shows a wired setup with a light, but absence of sensor type, detection logic, and alert system reduces confidence in execution.""
    },
    ""Scalability"": {
        ""score"": 3,
        ""reason"": ""Although intended for homes, offices, and banks, these environments require different levels of security; the solution does not specify how the same alarm system would adapt across these contexts.""
    },
    ""Sustainability"": {
        ""score"": 6,
        ""reason"": ""Electronic alarm systems are generally low-maintenance once installed, but the solution does not provide details on power usage, durability, or long-term operation.""
    },
    ""Image_contains_summary"": ""The image depicts a student-made prototype of a model house demonstrating an anti-theft alarm system.""
}"
713	Liquid waste can become especially challenging and hazardous when not handled effectively, as it can cause issues due to its ability to spread quickly and pollute large areas with minimal contact. Waste can occur in many forms and requires special methods of disposal to ensure safety and prevent contamination.in our socity water is polluted due to varies reason	"Root Zoning. Root zoning is a process that is used to handle liquid waste or wastewater from homes and businesses. ...
  Solidification. ...
  Composting. ...
  Sedimentation. ...
  De watering. ...
  Incineration."	https://drive.google.com/uc?export=download&id=1qFUzpMQ0ZT85VLM8W3knoYzsYAgdsvrR	"{
    ""Novelty"": {
        ""score"": 5,
        ""reason"": ""The solution presents known methods for liquid waste management but lacks innovative adaptations or unique approaches.""
    },
    ""Usefulness"": {
        ""score"": 6,
        ""reason"": ""Addresses a critical issue of liquid waste management with practical methods that can improve environmental safety.""
    },
    ""Feasibility"": {
        ""score"": 7,
        ""reason"": ""The proposed methods are implementable with existing technologies and practices, though some may require specific conditions.""
    },
    ""Scalability"": {
        ""score"": 6,
        ""reason"": ""While methods can be applied in various settings, scalability may depend on local infrastructure and resources.""
    },
    ""Sustainability"": {
        ""score"": 7,
        ""reason"": ""Techniques like composting and sedimentation support long-term environmental health, but effectiveness varies with implementation.""
    },
    ""Image_contains_summary"": ""The image shows a demonstration setup for liquid waste management, likely illustrating the proposed solution's practical application.""
}"
752	Road light project	Road light project	https://drive.google.com/uc?export=download&id=1ibkknzirZszKxN3pEUkQaBEwtRVKWsg8	"{
    ""Novelty"": {
        ""score"": 4,
        ""reason"": ""The road light project presents a familiar concept of street lighting but lacks unique features or innovations.""
    },
    ""Usefulness"": {
        ""score"": 6,
        ""reason"": ""The project addresses the need for road lighting, which enhances safety for pedestrians and vehicles.""
    },
    ""Feasibility"": {
        ""score"": 7,
        ""reason"": ""The prototype demonstrates basic functionality with available materials, suggesting practical implementation.""
    },
    ""Scalability"": {
        ""score"": 5,
        ""reason"": ""While the concept can be scaled, the specifics of deployment in different environments are not detailed.""
    },
    ""Sustainability"": {
        ""score"": 6,
        ""reason"": ""The sustainability of the project depends on energy sources and maintenance, which are not clearly outlined.""
    },
    ""Image_contains_summary"": ""The image shows a student presenting a prototype of a road light project, indicating a practical approach to addressing road safety.""
}"
825	"Hydroponic farming can face a number of challenges, including: 
 High setup cost: Setting up a hydroponic system can be expensive, especially for large-scale systems. 
 Constant power supply: Hydroponic systems need electricity to run continuously. 
 Maintenance and monitoring: Growers need to be vigilant to avoid component failure. 
 Common problems: Some common problems include wilting, dead roots, system clogging, infestation, and nutrient deficiencies"	"Problem: Wilting
 
 It can be due to several factors such as less irrigation or high temperature, where the plant loses its rigidity, and leaves start drying.in our project automatic mobile controlled drip irrigation is used.this is managed from our house and controled thousands of hydroponic plants in one time .
 
  
 
 Solution: You should let your roots dry between each irrigation cycle. A backup pump should always be handy if the operating one gets fail because the plants can wilt quickly without water supply.
 
  
 
 Problem: Dead Roots
 
 There are many reasons for dead roots like high temperature of water, very high or very low EC, overwatering in dense substrates, and others. Dead roots can also be a sign of root rot pathogen infecting the system.
 
  
 
 Solution: First, you should remove the plants having dead roots and then regulate the water temperature accordingly to increase aeration. Regular cleaning and sanitization of the system can eliminate the pathogen."	https://drive.google.com/uc?export=download&id=1pWF3R1BX-la66uPGx051dNW_2hVLcHUl	"{
    ""Novelty"": {
        ""score"": 5,
        ""reason"": ""The project presents a mobile-controlled drip irrigation system, which is a known concept but shows some adaptation for hydroponics.""
    },
    ""Usefulness"": {
        ""score"": 7,
        ""reason"": ""Addresses critical issues in hydroponics like wilting and dead roots, providing practical solutions for growers.""
    },
    ""Feasibility"": {
        ""score"": 6,
        ""reason"": ""The solution is implementable with existing technology, though it requires careful planning for effective execution.""
    },
    ""Scalability"": {
        ""score"": 6,
        ""reason"": ""The system can be scaled, but the effectiveness may vary based on the number of plants and environmental conditions.""
    },
    ""Sustainability"": {
        ""score"": 7,
        ""reason"": ""The approach promotes efficient water use and system maintenance, contributing to long-term sustainability in hydroponic farming.""
    },
    ""Image_contains_summary"": ""The image shows students presenting their hydroponic system, emphasizing their innovative approach to irrigation and plant care.""
}"
